"fecha";"ganadero";"ruta";"litros_leche";"kg_mg_leche";"kg_mp_leche"
2020-03-22;6;"ruta01";649;24,6558224143008;20,8337914993044
2020-03-22;7;"ruta01";651;24,4287925202575;21,1006888943117
2020-03-22;8;"ruta01";650;23,7751263649055;20,7955376826004
2020-03-22;9;"ruta01";651;24,5911190795035;20,9762443900245
2020-03-22;10;"ruta01";649;24,7119009025153;20,5791860275764
2020-03-23;1;"ruta01";650;25,371682833981;20,7871848582724
2020-03-23;2;"ruta01";648;24,5825063730676;20,6567590987288
2020-03-23;3;"ruta01";651;24,6292465231892;20,9289246354734
2020-03-23;4;"ruta01";652;25,4511505681908;20,8859204679441
2020-03-23;5;"ruta01";650;24,5263958139643;20,6133619705229
2020-03-23;6;"ruta01";651;25,4736117483347;20,9453164057113
2020-03-23;7;"ruta01";650;24,0504407828288;20,8886353772904
2020-03-23;8;"ruta01";650;25,4105345675778;20,9253822013025
2020-03-23;9;"ruta01";648;24,8306163281827;20,8586168046449
2020-03-23;10;"ruta01";650;24,7276882513933;20,7648077622644
2020-03-24;1;"ruta01";649;24,4710699477715;20,6878669994851
2020-03-24;2;"ruta01";647;24,6254751564388;20,910148146008
2020-03-24;3;"ruta01";651;25,1688520580209;20,947858000708
2020-03-24;4;"ruta01";651;24,6556262020397;20,9440118161959
2020-03-24;5;"ruta01";650;24,512973376079;20,9491692881868
2020-03-24;6;"ruta01";649;24,7002948048545;20,9415677163901
2020-03-24;7;"ruta01";651;24,9154115199378;20,859983752005
2020-03-24;8;"ruta01";649;24,5583004230744;20,9374576546738
2020-03-24;9;"ruta01";651;25,0183421281931;20,9483182075989
2020-03-24;10;"ruta01";651;24,2835322523765;21,0209591688111
2020-03-25;1;"ruta01";651;24,2344967596653;20,786431483622
2020-03-25;2;"ruta01";650;24,2083881077964;20,5903038667416
2020-03-25;3;"ruta01";649;24,7159555900693;21,0209152836346
2020-03-25;4;"ruta01";649;24,9754574240621;20,8073158958664
2020-03-25;5;"ruta01";650;24,5954505577607;20,6481564600135
2020-03-25;6;"ruta01";648;24,6679891354134;20,8697969556386
2020-03-25;7;"ruta01";650;24,5696157191401;21,0195665211784
2020-03-25;8;"ruta01";650;25,0023570235313;20,4744558117851
2020-03-25;9;"ruta01";648;24,574669149948;20,8732978811783
2020-03-25;10;"ruta01";649;24,8315704878837;21,0993462298191
2020-03-26;1;"ruta01";650;24,9143226833826;20,9238564917082
2020-03-26;2;"ruta01";649;24,2768504849562;20,6099987127443
2020-03-26;3;"ruta01";649;24,7345485185692;20,9200263949372
2020-03-26;4;"ruta01";648;24,4478345634879;20,5115080407063
2020-03-26;5;"ruta01";652;24,5366239094382;20,7372303657976
2020-03-26;6;"ruta01";652;24,0500410219094;21,051224763281
2020-03-26;7;"ruta01";649;24,696232601833;20,7685195388737
2020-03-26;8;"ruta01";652;24,9326395146838;20,8987589605229
2020-03-26;9;"ruta01";648;24,5130795186366;21,1174230253776
2020-03-26;10;"ruta01";650;24,7817184177116;20,7691242302947
2020-03-27;1;"ruta01";649;24,1695507577188;20,927645768685
2020-03-27;2;"ruta01";650;24,6045034357047;20,8961798268366
2020-03-27;3;"ruta01";649;25,5313021202014;20,8271287858412
2020-03-27;4;"ruta01";648;24,6886263451212;20,70338713913
2020-03-27;5;"ruta01";650;24,4911537635909;20,9414584142636
2020-03-27;6;"ruta01";650;24,78935688674;20,8299323115506
2020-03-27;7;"ruta01";650;24,3953275780456;20,9131298414975
2020-03-27;8;"ruta01";652;24,464291070587;20,7642505000348
2020-03-27;9;"ruta01";651;24,5184586700189;20,8719356814601
2020-03-27;10;"ruta01";649;24,2463372207427;20,5909637729225
2020-03-28;1;"ruta01";652;24,891038456715;20,9373316414555
2020-03-28;2;"ruta01";649;24,8757704861123;20,7933062310199
2020-03-28;3;"ruta01";648;24,4014919949545;20,7513583823928
2020-03-28;4;"ruta01";650;24,9077341784765;20,8581534858816
2020-03-28;5;"ruta01";649;24,4571850317059;20,7701489800233
2020-03-28;6;"ruta01";650;24,3357605900873;20,9755468034489
2020-03-28;7;"ruta01";648;24,206107180262;20,6678500828025
2020-03-28;8;"ruta01";652;25,1316088361601;20,7681882259097
2020-03-28;9;"ruta01";650;25,0952692748682;20,871202076934
2020-03-28;10;"ruta01";651;24,4828159556793;20,8301595795692
2020-03-29;1;"ruta01";651;24,9751743555848;20,7688628284901
2020-03-29;2;"ruta01";649;24,6376726939765;20,9224671238707
2020-03-29;3;"ruta01";650;24,5269893461632;20,7479490643399
2020-03-29;4;"ruta01";650;25,1840596882466;20,8938772436205
2020-03-29;5;"ruta01";651;24,5809838262066;20,8597900413883
2020-03-29;6;"ruta01";650;24,6925691351038;20,9846842845232
2020-03-29;7;"ruta01";649;23,9179208089909;20,732635143753
2020-03-29;8;"ruta01";649;25,0070436463211;20,7335138663526
2020-03-29;9;"ruta01";650;24,5074885054197;20,8161106730571
2020-03-29;10;"ruta01";650;24,5291623403369;20,8635599130637
2020-03-30;1;"ruta01";651;24,7340534984267;20,6062878374366
2020-03-30;2;"ruta01";650;24,8660743344204;20,7485840186526
2020-03-30;3;"ruta01";651;24,5227212220567;20,8383619657751
2020-03-30;4;"ruta01";650;24,9380613775125;20,7645342517783
2020-03-30;5;"ruta01";649;24,7539956079746;20,5957406325851
2020-03-30;6;"ruta01";649;24,7509528852609;20,7289348237932
2020-03-30;7;"ruta01";652;25,0563345975333;20,7511654997112
2020-03-30;8;"ruta01";650;24,0841365784901;20,7918088063266
2020-03-30;9;"ruta01";648;24,3600431506716;20,5840686350484
2020-03-30;10;"ruta01";649;24,9330672905592;20,5703984240843
2020-03-31;1;"ruta01";652;25,0626829479134;20,6302503879944
2020-03-31;2;"ruta01";650;24,4856240277142;20,6007797668445
2020-03-31;3;"ruta01";650;24,7204524973776;20,6491496348379
2020-03-31;4;"ruta01";650;25,0289928020714;20,8392676722017
2020-03-31;5;"ruta01";649;24,4457141209521;20,7180631580563
2020-03-31;6;"ruta01";649;24,6977698466023;20,9150854242495
2020-03-31;7;"ruta01";651;25,072553973092;20,529960083563
2020-03-31;8;"ruta01";649;24,6941752140197;20,8492961818634
2020-03-31;9;"ruta01";648;24,3952044183378;21,0032065760831
2020-03-31;10;"ruta01";649;25,1324574466026;21,0581030535546
2020-04-01;1;"ruta01";651;24,3741181041934;21,0319666110485
2020-04-01;2;"ruta01";650;25,0296744354515;20,9484568791665
2020-04-01;3;"ruta01";648;24,0737796398318;20,9190483564881
2020-04-01;4;"ruta01";648;24,7007542085449;20,8317452116772
2020-04-01;5;"ruta01";652;24,7683861320759;21,1926137800377
2020-04-01;6;"ruta01";650;24,4278267446555;20,9889647163321
2020-04-01;7;"ruta01";651;24,236161737904;21,0960113176267
2020-04-01;8;"ruta01";651;24,6605570455153;20,9780027494958
2020-04-01;9;"ruta01";650;24,6821395571048;20,6862219964438
2020-04-01;10;"ruta01";651;24,4793014601137;20,8279763085302
2020-04-02;1;"ruta01";650;25,6237995366329;20,6567247205643
2020-04-02;2;"ruta01";649;25,0741344301766;20,9093471799493
2020-04-02;3;"ruta01";651;24,9763599470153;20,7891048738737
2020-04-02;4;"ruta01";651;24,2848601219488;20,7478047041454
2020-04-02;5;"ruta01";650;24,7179179402188;20,7568642877346
2020-04-02;6;"ruta01";650;24,6466288774454;21,0024483902927
2020-04-02;7;"ruta01";649;24,615377551889;20,6008441976083
2020-04-02;8;"ruta01";651;24,9963675207583;20,886426910066
2020-04-02;9;"ruta01";649;24,8103219148013;20,9882641741916
2020-04-02;10;"ruta01";650;24,5786563247816;20,8954667719794
2020-04-03;1;"ruta01";652;24,825608355088;20,7423213403154
2020-04-03;2;"ruta01";652;24,9444356988694;20,9268021066157
2020-04-03;3;"ruta01";648;24,7427804071634;20,9231090306762
2020-04-03;4;"ruta01";650;24,5043610004802;20,7237222139518
2020-04-03;5;"ruta01";650;24,6441353602739;21,0093315832406
2020-04-03;6;"ruta01";649;24,3917429418036;21,25865259588
2020-04-03;7;"ruta01";649;24,469540287771;21,0098982549531
2020-04-03;8;"ruta01";651;24,401856840979;20,6235969517362
2020-04-03;9;"ruta01";649;24,0694666041695;20,8524368914841
2020-04-03;10;"ruta01";650;24,5511755508103;20,7679853555445
2020-04-04;1;"ruta01";649;24,80263741282;20,432432986971
2020-04-04;2;"ruta01";651;23,9488237925656;20,7993684057842
2020-04-04;3;"ruta01";650;24,5004095475272;20,888113696561
2020-04-04;4;"ruta01";650;25,3631761115956;20,9319698948649
2020-04-04;5;"ruta01";651;24,6250589962575;20,9894701032693
2020-04-04;6;"ruta01";651;24,8372706253082;20,6847092113244
2020-04-04;7;"ruta01";651;24,3330371788672;20,7982818154695
2020-04-04;8;"ruta01";651;25,0905216890904;20,8339437770149
2020-04-04;9;"ruta01";650;24,6003064053069;20,8153316347911
2020-04-04;10;"ruta01";649;24,1627301962621;20,7837216202722
2020-04-05;1;"ruta01";649;25,0028221409087;20,7985927090201
2020-04-05;2;"ruta01";652;24,7832349272482;20,911190880467
2020-04-05;3;"ruta01";649;25,1910510668786;20,5482041575707
2020-04-05;4;"ruta01";649;24,3053749880403;20,5654006280973
2020-04-05;5;"ruta01";650;24,9683199318611;20,7194869666049
2020-04-05;6;"ruta01";651;24,1719465203451;20,9281174996253
2020-04-05;7;"ruta01";649;25,4572258599738;20,7883566176144
2020-04-05;8;"ruta01";649;24,4197346317685;20,8944447543454
2020-04-05;9;"ruta01";650;24,4775648056785;21,010913254273
2020-04-05;10;"ruta01";650;25,0228262625238;20,8232491481158
2020-04-06;1;"ruta01";649;24,47939191985;20,426086098202
2020-04-06;2;"ruta01";651;24,773214879328;20,5808064329746
2020-04-06;3;"ruta01";651;25,0848136370612;20,6367274781206
2020-04-06;4;"ruta01";650;24,587940513313;20,6108911066721
2020-04-06;5;"ruta01";648;24,5256733090842;20,8387748553486
2020-04-06;6;"ruta01";650;24,8499855198362;20,4999345032191
2020-04-06;7;"ruta01";650;25,4249940962657;20,919319619739
2020-04-06;8;"ruta01";651;25,0458749971196;20,8806771959841
2020-04-06;9;"ruta01";650;25,0175372850312;20,6032284457704
2020-04-06;10;"ruta01";652;24,5383325291321;20,9888610459707
2020-04-07;1;"ruta01";650;24,5748069789413;20,9915328730535
2020-04-07;2;"ruta01";651;24,3992431718511;20,8305976751235
2020-04-07;3;"ruta01";650;24,6955964394273;20,6544286019926
2020-04-07;4;"ruta01";649;24,3697467255014;20,6856932272118
2020-04-07;5;"ruta01";651;24,9558133954563;20,7680460920284
2020-04-07;6;"ruta01";651;24,6503949691168;20,8365573658823
2020-04-07;7;"ruta01";651;24,3982424729698;20,8984619524211
2020-04-07;8;"ruta01";650;24,8273587427768;20,7489550504517
2020-04-07;9;"ruta01";650;24,9582956886156;20,6525025039368
2020-04-07;10;"ruta01";648;25,1983882791607;21,1873081653954
2020-04-08;1;"ruta01";651;25,0937105046285;20,9024897866578
2020-04-08;2;"ruta01";649;24,5546297820165;20,5734619971172
2020-04-08;3;"ruta01";649;24,416741513856;21,2277923745833
2020-04-08;4;"ruta01";650;24,0984049514633;20,9602218640179
2020-04-08;5;"ruta01";649;24,8046098348415;20,8171370294101
2020-04-08;6;"ruta01";651;24,5631464854353;20,9767940951136
2020-04-08;7;"ruta01";649;25,2239159839829;20,7266211675419
2020-04-08;8;"ruta01";651;24,9180652877573;20,8623195197674
2020-04-08;9;"ruta01";649;24,941213754113;20,8610506577611
2020-04-08;10;"ruta01";651;24,8284583194185;20,8155051905627
2020-04-09;1;"ruta01";651;24,7651619547448;20,7117526504725
2020-04-09;2;"ruta01";650;24,6829172276106;20,7256295817656
2020-04-09;3;"ruta01";651;24,7454999164911;20,917636940683
2020-04-09;4;"ruta01";652;24,8449336926569;20,4685089254764
2020-04-09;5;"ruta01";650;25,0952248397058;20,8759082295769
2020-04-09;6;"ruta01";652;25,0952460464562;20,8095193404564
2020-04-09;7;"ruta01";651;24,9544587499422;20,9249602609059
2020-04-09;8;"ruta01";651;25,0435919988813;21,064035592538
2020-04-09;9;"ruta01";651;25,0089183751334;20,7151068361861
2020-04-09;10;"ruta01";649;24,8841407632982;20,4951927659343
2020-04-10;1;"ruta01";649;24,754835959155;20,6947014952619
2020-04-10;2;"ruta01";651;24,3715772452825;20,5891302478047
2020-04-10;3;"ruta01";649;24,9030013486644;20,6162520821317
2020-04-10;4;"ruta01";652;25,4682347649365;20,8233424538885
2020-04-10;5;"ruta01";649;24,5776366467363;20,8954828181644
2020-04-10;6;"ruta01";651;24,6450100973185;20,7129850879956
2020-04-10;7;"ruta01";649;24,4778628763383;20,7752645464524
2020-04-10;8;"ruta01";650;25,354723414;20,8414148249186
2020-04-10;9;"ruta01";650;24,7555058494703;20,8505953159809
2020-04-10;10;"ruta01";651;24,6608984059912;20,9134550941811
2020-04-11;1;"ruta01";651;24,7436380126564;20,5241586159478
2020-04-11;2;"ruta01";651;25,139373256579;20,7305291266339
2020-04-11;3;"ruta01";651;24,503142722539;20,8912012398944
2020-04-11;4;"ruta01";651;24,9308434264616;20,8118960514984
2020-04-11;5;"ruta01";648;24,1016147930704;20,659223289622
2020-04-11;6;"ruta01";650;24,7363873467643;20,7071979442185
2020-04-11;7;"ruta01";650;24,6087475825509;20,6963599424825
2020-04-11;8;"ruta01";650;24,5164736785327;20,6660101302504
2020-04-11;9;"ruta01";650;24,5814073303632;20,6567913764655
2020-04-11;10;"ruta01";652;24,8579186305252;20,8049032455221
2020-04-12;1;"ruta01";652;24,8019660000922;20,8909197514538
2020-04-12;2;"ruta01";651;24,2965972559786;20,6697458012883
2020-04-12;3;"ruta01";649;24,3281016539497;20,6561430419205
2020-04-12;4;"ruta01";649;24,2320470977702;20,7237306008291
2020-04-12;5;"ruta01";651;24,5950449401086;20,9185659075768
2020-04-12;6;"ruta01";651;24,485006941734;20,969319243596
2020-04-12;7;"ruta01";652;25,0354291213989;21,0231470614047
2020-04-12;8;"ruta01";650;24,3518055077935;20,9281779622504
2020-04-12;9;"ruta01";650;24,4783651529274;20,6364226308927
2020-04-12;10;"ruta01";650;24,5733040505155;20,6433438447047
2020-04-13;1;"ruta01";648;24,9597713439258;20,8181583535738
2020-04-13;2;"ruta01";649;24,6496539021709;20,6460051242278
2020-04-13;3;"ruta01";651;24,604215414048;20,760496911026
2020-04-13;4;"ruta01";650;24,6958798682904;20,5040319823854
2020-04-13;5;"ruta01";650;24,178510478726;21,0668221001014
2020-04-13;6;"ruta01";651;24,7686186675291;21,034919301144
2020-04-13;7;"ruta01";650;24,8141451420537;20,7527111686891
2020-04-13;8;"ruta01";650;24,428738752136;20,836431979045
2020-04-13;9;"ruta01";651;24,2333571780965;21,0280019304991
2020-04-13;10;"ruta01";650;24,7763534795319;21,0917829769638
2020-04-14;1;"ruta01";650;24,6864404157854;20,9183346592006
2020-04-14;2;"ruta01";652;24,6702100123946;21,0748179280318
2020-04-14;3;"ruta01";651;25,0384488297534;20,4444979101857
2020-04-14;4;"ruta01";650;24,8881287923371;20,7590895879039
2020-04-14;5;"ruta01";651;25,0392247192435;20,9341411513684
2020-04-14;6;"ruta01";649;24,6703879670841;20,5456210241978
2020-04-14;7;"ruta01";651;24,6957941566591;20,6363504380671
2020-04-14;8;"ruta01";651;24,5248860174377;20,7126768735817
2020-04-14;9;"ruta01";650;24,321414953114;20,9040630819705
2020-04-14;10;"ruta01";650;24,7395453975634;20,9398444425527
2020-04-15;1;"ruta01";650;24,8528907042101;21,0144467507452
2020-04-15;2;"ruta01";651;24,0561914434334;20,3883694137005
2020-04-15;3;"ruta01";651;23,7696333503025;20,8892540976457
2020-04-15;4;"ruta01";651;24,2572673942377;20,8901047351473
2020-04-15;5;"ruta01";651;25,2635138803139;20,7795866238425
2020-04-15;6;"ruta01";651;24,7757411266786;20,7157454830036
2020-04-15;7;"ruta01";651;24,2001114405946;20,8250946725164
2020-04-15;8;"ruta01";651;24,6204187799891;20,5124022225214
2020-04-15;9;"ruta01";652;24,8897898803475;20,8101324583212
2020-04-15;10;"ruta01";650;24,9164624758674;20,7922505384561
2020-04-16;1;"ruta01";650;24,3094885859576;20,58013054999
2020-04-16;2;"ruta01";649;25,0158771491507;20,88237623883
2020-04-16;3;"ruta01";652;24,564863226937;20,8030449524278
2020-04-16;4;"ruta01";649;24,9778179136914;20,5763926427596
2020-04-16;5;"ruta01";649;24,6193734776973;20,6604247087021
2020-04-16;6;"ruta01";652;24,6806890842619;20,8933192374845
2020-04-16;7;"ruta01";651;24,8049405293813;20,9886180026917
2020-04-16;8;"ruta01";650;24,5530712368292;20,8604862560116
2020-04-16;9;"ruta01";650;24,9184444719235;20,9357705152211
2020-04-16;10;"ruta01";649;25,1210865533996;20,4039742311601
2020-04-17;1;"ruta01";651;24,6945341143568;20,8584181004315
2020-04-17;2;"ruta01";652;24,1923147722458;20,8122250011086
2020-04-17;3;"ruta01";651;24,2900848997918;20,7293455544261
2020-04-17;4;"ruta01";652;24,4847044209672;21,0173024511091
2020-04-17;5;"ruta01";651;24,3493488874907;20,6108764266715
2020-04-17;6;"ruta01";651;24,8750198853583;20,7311686785453
2020-04-17;7;"ruta01";652;24,4400060402052;20,9261761407031
2020-04-17;8;"ruta01";651;24,5222700064494;20,8200952625367
2020-04-17;9;"ruta01";652;24,015780391341;20,7110399311592
2020-04-17;10;"ruta01";650;25,2254273500294;21,1312060344642
2020-04-18;1;"ruta01";650;24,5508837269605;20,75007419205
2020-04-18;2;"ruta01";649;24,3127946662625;20,8784731930065
2020-04-18;3;"ruta01";649;24,5394892826893;20,7552219773201
2020-04-18;4;"ruta01";652;24,6193014781399;20,6814045167582
2020-04-18;5;"ruta01";649;24,7934803554323;20,945283542835
2020-04-18;6;"ruta01";650;24,6653220163899;20,7421910807311
2020-04-18;7;"ruta01";651;24,6964956079072;20,416646518563
2020-04-18;8;"ruta01";650;24,7320340466267;20,9038258847838
2020-04-18;9;"ruta01";650;24,8521282565624;20,6705113469795
2020-04-18;10;"ruta01";651;24,7970301082715;20,7846782831339
2020-04-19;1;"ruta01";650;24,7579837835969;20,6644006483445
2020-04-19;2;"ruta01";652;24,2520065972167;20,8834070259628
2020-04-19;3;"ruta01";652;24,9164495295323;20,9776622278632
2020-04-19;4;"ruta01";649;25,0344909072979;20,6212787332662
2020-04-19;5;"ruta01";650;24,7823058925136;20,9315457885602
2020-04-19;6;"ruta01";651;25,0080506522798;20,8108734039283
2020-04-19;7;"ruta01";650;24,3712709837201;20,9991027236639
2020-04-19;8;"ruta01";652;24,6154678090668;20,8349707707186
2020-04-19;9;"ruta01";650;24,5080556986494;20,6134665683148
2020-04-19;10;"ruta01";651;24,2250546151789;20,9986865330158
2020-04-20;1;"ruta01";651;25,2459350221646;20,7606436864453
2020-04-20;2;"ruta01";650;23,9798246126922;20,8404022575214
2020-04-20;3;"ruta01";650;24,7600818543863;20,6363357446672
2020-04-20;4;"ruta01";651;24,5019207573657;20,7293502376708
2020-04-20;5;"ruta01";652;24,2926945195618;20,8823228230457
2020-04-20;6;"ruta01";649;24,360493563573;20,7188839672056
2020-04-20;7;"ruta01";651;24,6885663432792;20,8308861802694
2020-04-20;8;"ruta01";650;25,0814142390003;20,8819874839954
2020-04-20;9;"ruta01";652;24,3582502353958;21,0395922687642
2020-04-20;10;"ruta01";654;25,0053016101598;20,7086638678381
2020-04-21;1;"ruta01";651;24,7307057244877;20,8425947729538
2020-04-21;2;"ruta01";652;24,6078577854056;20,8544950666036
2020-04-21;3;"ruta01";651;24,7632765980194;20,5443011687612
2020-04-21;4;"ruta01";650;24,7446385923946;20,7249189396025
2020-04-21;5;"ruta01";650;24,8493237621712;20,5833390831482
2020-04-21;6;"ruta01";652;25,1350486511899;20,7277733989783
2020-04-21;7;"ruta01";652;24,7844144041993;20,6640422359854
2020-04-21;8;"ruta01";652;24,1888474679095;20,9544521189799
2020-04-21;9;"ruta01";652;24,8470889510169;21,0609397570786
2020-04-21;10;"ruta01";653;24,920880000681;20,9280821649143
2020-04-22;1;"ruta01";650;24,1032741478643;20,8955601176846
2020-04-22;2;"ruta01";651;24,6760858632496;20,6808598698341
2020-04-22;3;"ruta01";650;24,6157773680141;20,8801138055421
2020-04-22;4;"ruta01";650;24,524847514217;20,9430457722869
2020-04-22;5;"ruta01";649;24,6906553818956;21,0429315786476
2020-04-22;6;"ruta01";650;25,0484124062982;20,7260056217506
2020-04-22;7;"ruta01";650;24,9716581282182;20,9023054416871
2020-04-22;8;"ruta01";652;24,8360353847266;20,8288622373297
2020-04-22;9;"ruta01";651;24,921261085269;20,8138943512762
2020-04-22;10;"ruta01";651;24,7386425885244;21,0103401636403
2020-04-23;1;"ruta01";652;24,9967794733135;20,8384597118409
2020-04-23;2;"ruta01";651;24,7596460483218;20,6365728435982
2020-04-23;3;"ruta01";651;24,6046628943767;20,9944197015932
2020-04-23;4;"ruta01";651;24,6931970407467;20,6849728536898
2020-04-23;5;"ruta01";651;25,1877077841005;20,9991022547482
2020-04-23;6;"ruta01";653;24,5419838339027;20,9112922769321
2020-04-23;7;"ruta01";650;25,005555927492;20,8731908314246
2020-04-23;8;"ruta01";651;24,2229085740834;20,9349445977384
2020-04-23;9;"ruta01";651;24,6142789871703;20,8764562506699
2020-04-23;10;"ruta01";649;24,590874869832;20,6171470459617
2020-04-24;1;"ruta01";651;24,2979906217035;20,6983469678239
2020-04-24;2;"ruta01";650;24,3223984760591;20,7417637962347
2020-04-24;3;"ruta01";649;24,9855765174283;20,8001716417936
2020-04-24;4;"ruta01";652;25,4287061498706;20,8899699089854
2020-04-24;5;"ruta01";651;24,0540804044382;20,9175921166622
2020-04-24;6;"ruta01";651;24,768639027806;20,6889582566431
2020-04-24;7;"ruta01";651;25,5325958947008;20,7969351335764
2020-04-24;8;"ruta01";652;24,707258898778;20,9158171819648
2020-04-24;9;"ruta01";649;24,6851843716274;20,7374089925549
2020-04-24;10;"ruta01";651;24,6361658811516;20,8208955841539
2020-04-25;1;"ruta01";650;24,872973595651;20,5079619127627
2020-04-25;2;"ruta01";650;24,8750621334942;20,4552314386456
2020-04-25;3;"ruta01";651;24,5363323219606;20,6811126766624
2020-04-25;4;"ruta01";652;25,0194501285916;20,8011254937034
2020-04-25;5;"ruta01";652;24,7798800271166;20,7945322572412
2020-04-25;6;"ruta01";652;24,3217381172891;20,6363214167399
2020-04-25;7;"ruta01";651;25,2249473800032;20,7858953626291
2020-04-25;8;"ruta01";650;24,4634067714231;20,8566785010315
2020-04-25;9;"ruta01";650;24,542808454507;20,4257952197283
2020-04-25;10;"ruta01";650;24,7024879760916;20,8918408714972
2020-04-26;1;"ruta01";650;25,1425427050838;20,6870573391112
2020-04-26;2;"ruta01";650;24,5160920225165;20,4695223133465
2020-04-26;3;"ruta01";652;24,530978126032;20,7698317260289
2020-04-26;4;"ruta01";651;25,1571623612243;20,6541685345028
2020-04-26;5;"ruta01";652;24,9128354810692;20,7950313814617
2020-04-26;6;"ruta01";652;24,5146241946117;20,7692151746169
2020-04-26;7;"ruta01";650;24,9511377778871;20,9358150297014
2020-04-26;8;"ruta01";652;24,9621200414524;20,7642841554468
2020-04-26;9;"ruta01";651;24,2602477484045;20,845707161455
2020-04-26;10;"ruta01";652;24,8775004822188;20,8741571061054
2020-04-27;1;"ruta01";652;24,7478770439444;21,0037518571811
2020-04-27;2;"ruta01";652;24,1338520179898;20,92675914107
2020-04-27;3;"ruta01";651;24,6305532652967;20,8332405944172
2020-04-27;4;"ruta01";650;24,7445810380139;20,9156195793554
2020-04-27;5;"ruta01";649;24,7808716969206;20,6650208229652
2020-04-27;6;"ruta01";651;24,7723493016015;20,6072501968363
2020-04-27;7;"ruta01";652;24,6881575829227;21,1497683762884
2020-04-27;8;"ruta01";653;24,6525556691654;20,7894575193869
2020-04-27;9;"ruta01";651;25,1653232026778;20,8871200530569
2020-04-27;10;"ruta01";650;24,5646857613015;20,766213949213
2020-04-28;1;"ruta01";651;24,8125479746012;20,7041858670623
2020-04-28;2;"ruta01";649;24,3798911805348;20,876889873636
2020-04-28;3;"ruta01";651;24,5652440781463;20,8612171469066
2020-04-28;4;"ruta01";651;24,6916086242256;20,791151375274
2020-04-28;5;"ruta01";652;25,3627211234097;20,9976380269665
2020-04-28;6;"ruta01";651;24,5459023177297;20,7339601599628
2020-04-28;7;"ruta01";650;24,4016394940949;20,7252835386586
2020-04-28;8;"ruta01";651;24,8978464216699;21,1359445940215
2020-04-28;9;"ruta01";652;24,9804646070397;21,0911301083313
2020-04-28;10;"ruta01";652;24,4773129958487;21,0492782688455
2020-04-29;1;"ruta01";650;24,6229206260539;20,9594722885528
2020-04-29;2;"ruta01";652;24,6773589674736;20,7008877114422
2020-04-29;3;"ruta01";651;24,7060316134569;20,936424494323
2020-04-29;4;"ruta01";650;24,864027610571;20,4618869134964
2020-04-29;5;"ruta01";650;24,6571076527519;20,5564597841747
2020-04-29;6;"ruta01";650;24,6643795578452;21,0349721923829
2020-04-29;7;"ruta01";651;24,748919178804;21,0454514649803
2020-04-29;8;"ruta01";651;24,8648043411281;20,6047798019038
2020-04-29;9;"ruta01";649;24,5507786961488;20,5681996190183
2020-04-29;10;"ruta01";650;24,5948600677564;20,879953529469
2020-04-30;1;"ruta01";653;24,9068919481495;20,7673809985852
2020-04-30;2;"ruta01";650;23,9473403210362;20,6642904273801
2020-04-30;3;"ruta01";651;24,628433507505;20,520286371177
2020-04-30;4;"ruta01";652;24,5165055513041;20,6811994148099
2020-04-30;5;"ruta01";651;24,4504086812383;21,0464071349107
2020-04-30;6;"ruta01";651;24,5623326783274;21,0049046395871
2020-04-30;7;"ruta01";650;24,6630737526954;20,5851393479442
2020-04-30;8;"ruta01";653;24,3450959616396;20,626369695315
2020-04-30;9;"ruta01";652;25,0227509484659;21,0971747370028
2020-04-30;10;"ruta01";652;24,8219744685792;20,8552730565147
2020-05-01;1;"ruta01";651;24,653994185894;20,5307327349367
2020-05-01;2;"ruta01";651;24,5237826040664;20,9106720166136
2020-05-01;3;"ruta01";652;24,8680498456963;21,0767326675278
2020-05-01;4;"ruta01";650;24,7123278981741;20,8571788594146
2020-05-01;5;"ruta01";651;24,475279627749;20,7693826083676
2020-05-01;6;"ruta01";651;25,095514981044;20,695988692915
2020-05-01;7;"ruta01";651;24,5213127327582;20,6866275898443
2020-05-01;8;"ruta01";651;24,4351244265583;20,4483570465333
2020-05-01;9;"ruta01";651;24,7838610918194;21,0228588665721
2020-05-01;10;"ruta01";650;24,6178779417437;20,6755123994401
2020-05-02;1;"ruta01";652;24,594097245083;20,7516773815709
2020-05-02;2;"ruta01";649;24,609425719247;20,9452461920459
2020-05-02;3;"ruta01";650;25,1468180044788;20,8993352238866
2020-05-02;4;"ruta01";651;24,8320860420749;20,3133134461753
2020-05-02;5;"ruta01";651;24,5167121060286;20,8689619414965
2020-05-02;6;"ruta01";649;23,8435332753055;20,6624360521875
2020-05-02;7;"ruta01";650;24,7595670841544;20,5244789271221
2020-05-02;8;"ruta01";651;24,4005218221866;20,7913177352166
2020-05-02;9;"ruta01";652;25,1784951102901;20,8328232158388
2020-05-02;10;"ruta01";652;24,7160361004253;20,8457752600607
2020-05-03;1;"ruta01";651;24,721621734021;20,6492379781699
2020-05-03;2;"ruta01";653;24,6832194115509;20,8231961079478
2020-05-03;3;"ruta01";651;24,9634958573674;20,5958474174699
2020-05-03;4;"ruta01";652;24,4647904570442;21,0026489830617
2020-05-03;5;"ruta01";651;24,5283091295157;20,7396416960323
2020-05-03;6;"ruta01";650;24,5712710590411;20,8111582467153
2020-05-03;7;"ruta01";649;24,7009578775297;20,738417781372
2020-05-03;8;"ruta01";651;24,7506060459247;20,4663651081845
2020-05-03;9;"ruta01";650;24,6983372895884;20,5642119558561
2020-05-03;10;"ruta01";651;24,9207745027125;20,7503416996743
